Year_date,awardeeCounty,Unnamed: 0,awardAgencyCode,awardeeZipCode,cfdaNumber,day_date,dunsNumber,estimatedTotalAmt,expDate 1,expDate 2,expDate 3,fundAgencyCode,fundsObligatedAmt,id,month_date,parentDunsNumber,perfZipCode,piPhone,poPhone
2012,Clemson,30.333333333333332,4900,296340001.0,47.084,15.0,42629816.0,50000.0,10.333333333333334,31.0,2012.6666666666667,4900,49999.666666666664,1251767.6666666667,7.666666666666667,42629816.0,296340001.0,8646562500.0,
2012,Cleveland,77.0,4900,441061712.0,47.084,25.0,77758407.0,50000.0,9.5,31.0,2013.5,4900,50000.0,1229841.0,3.5,77758407.0,441066054.0,2163684765.0,
2012,College Station,92.5,4900,778442188.0,47.084,18.5,433738769.5,50000.0,7.5,31.0,2012.5,4900,50000.0,1253943.5,8.0,42915991.0,778432620.0,9796603238.0,
2012,Columbia,54.0,4900,292084009.0,47.084,2.0,111310249.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1242237.0,7.0,,292080001.0,8037778436.0,
2012,Columbus,82.0,4900,432101016.0,47.084,19.0,832127323.0,50000.0,6.0,30.0,2013.0,4900,50000.0,1242394.0,6.0,1964634.0,432101110.0,6142477668.0,
2012,Corvallis,28.0,4900,973318655.0,47.084,27.0,53599908.0,50000.0,9.0,30.0,2013.0,4900,50000.0,1265144.0,9.0,53599908.0,973313906.0,5417376309.0,
2012,Durham,128.0,4900,277084677.0,47.084,26.0,44387793.0,50000.0,12.0,31.0,2012.0,4900,79115.0,1247419.0,6.0,44387793.0,277054010.0,9196605143.0,7032922160.0
2012,Eugene,33.0,4900,974031657.0,47.084,14.0,79289626.0,50000.0,8.0,31.0,2013.0,4900,50000.0,1237240.0,3.0,49793995.0,974031253.0,5413461695.0,
2012,Fayetteville,35.0,4900,727013124.0,47.084,13.0,191429745.0,50000.0,8.0,31.0,2013.0,4900,50000.0,1237252.0,3.0,55600001.0,727010001.0,4795757566.0,
2012,Gainesville,63.0,4900,326111941.0,47.084,26.0,969663814.0,50000.0,8.0,31.0,2013.0,4900,50000.0,1265139.0,9.0,159621697.0,326112002.0,3523922189.0,
2012,Golden,45.0,4900,804011887.0,47.084,25.0,10628170.0,50000.0,9.0,30.0,2013.0,4900,50000.0,1258631.0,9.0,10628170.0,804011887.0,3032733845.0,
2012,Greensboro,37.0,4900,274110001.0,47.084,19.0,71576482.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1246330.0,6.0,71576482.0,274110001.0,2174930711.0,
2012,Hadley,15.333333333333334,4900,10359462.0,47.084,17.333333333333332,110907578.0,332745.0,8.666666666666666,30.666666666666668,2014.0,4900,332745.0,1254419.6666666667,9.0,,10359450.0,4135872172.0,
2012,Hoboken,79.0,4900,70305906.0,47.084,19.0,64271570.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1262903.0,10.0,64271570.0,70305991.0,2012165259.0,
2012,Houghton,78.0,4900,499311200.0,47.084,23.0,65453268.0,50000.0,9.0,30.0,2013.0,4900,50000.0,1265116.0,10.0,65453268.0,499311295.0,9064872900.0,
2012,Irvine,83.0,4900,926173213.0,47.084,20.0,46705849.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1258866.0,9.0,71549000.0,926972625.0,9498240357.0,
2012,Jackson,117.0,4900,392164500.0,47.084,11.0,928824473.0,50000.0,9.0,30.0,2013.0,4900,50000.0,1264214.0,10.0,,392164505.0,6019841510.0,
2012,Kalamazoo,50.0,4900,490085200.0,47.084,13.0,622364479.0,50000.0,8.0,31.0,2012.0,4900,50000.0,1237113.0,3.0,62230560.0,490085314.0,2692763246.0,
2012,La Jolla,112.0,4900,920935004.0,47.084,23.0,804355790.0,50000.0,3.0,31.0,2013.0,4900,50000.0,1264250.0,10.0,71549000.0,920930404.0,8588224663.0,
2012,Lawrence,29.0,4900,660457552.0,47.084,2.0,76248616.0,50000.0,12.0,31.0,2012.0,4900,50000.0,1248377.0,7.0,7180078.0,660457568.0,7858642104.0,
2012,Lexington,15.0,4900,405260001.0,47.084,13.0,939017877.0,50000.0,8.0,31.0,2012.0,4900,50000.0,1237318.0,3.0,119108470.0,405260001.0,8592577805.0,
2012,Lincoln,17.0,4900,685032427.0,47.084,2.0,555456995.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1248926.0,7.0,68662618.0,685880430.0,4024721825.0,
2012,Lowell,118.0,4900,18543643.0,47.084,25.0,956072490.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1264047.0,9.0,79520631.0,18542827.0,6052709427.0,
2012,Madison,93.5,4900,537151218.0,47.084,23.0,161202122.0,50000.0,9.0,30.5,2012.5,4900,50000.0,1254784.0,7.5,41188822.0,537151218.0,6082908475.0,
2012,Milwaukee,103.0,4900,532113153.0,47.084,31.0,627906399.0,50000.0,8.0,31.0,2013.0,4900,50000.0,1216511.0,1.0,41188822.0,532010340.0,3149357124.0,
2012,Minneapolis,106.0,4900,554552009.0,47.084,13.0,555917996.0,50000.0,8.0,31.0,2012.0,4900,50000.0,1237259.0,3.0,117178941.0,554552070.0,6126250163.0,
2012,New Brunswick,10.0,4900,89018559.0,47.084,2.0,1912864.0,50000.0,6.0,30.0,2013.0,4900,50000.0,1249278.0,7.0,1912864.0,89023390.0,7329326857.0,
2012,New Haven,57.5,4900,65118917.0,47.084,7.5,43207562.0,50000.0,5.5,31.0,2013.0,4900,50000.0,1243043.5,5.0,43207562.0,65208166.5,4252148697.0,
2012,New York,61.333333333333336,4900,100319101.0,47.084,18.333333333333332,603503991.0,50000.0,4.333333333333333,30.0,2014.3333333333333,4900,50000.0,1248741.6666666667,6.333333333333333,73268849.0,100316067.66666667,2796656147.6666665,
2012,Newark,83.0,4900,71021824.0,47.084,24.0,75162990.0,50000.0,3.0,31.0,2013.0,4900,50000.0,1261942.5,9.0,75162990.0,71021982.0,9735965893.5,
2012,Norman,3.5,4900,730194039.0,47.084,14.0,848348348.0,50000.0,12.0,31.0,2012.5,4900,50000.0,1246406.0,6.5,46862181.0,730195300.0,4053252465.5,
2012,Orlando,27.0,4900,328168005.0,47.084,11.0,150805653.0,50000.0,3.0,31.0,2013.0,4900,50000.0,1265143.0,10.0,159621697.0,328263252.0,4078235770.0,
2012,Pasadena,133.0,4900,911250001.0,47.084,15.0,9584210.0,50000.0,8.0,31.0,2012.0,4900,50000.0,1216839.0,2.0,9584210.0,911250001.0,6263954867.0,
2012,Philadelphia,64.0,4900,191044510.5,47.084,15.5,22427764.5,50000.0,7.5,31.0,2013.5,4900,50000.0,1253824.0,8.0,22427764.5,191044471.0,5153380391.5,
2012,Pittsburgh,68.4,4900,152320289.4,47.084,11.4,33116213.6,50000.0,9.4,31.0,2012.8,4900,50000.0,1242931.4,6.4,33116213.6,282308585.4,4123883636.2,
2012,Portland,61.0,4900,972015522.0,47.084,17.0,52226800.0,50000.0,3.0,31.0,2013.0,4900,50000.0,1263990.0,10.0,52226800.0,972070751.0,5037252403.0,
2012,Princeton,91.0,4900,85442001.0,47.084,24.0,2484665.0,50000.0,3.0,31.0,2013.0,4900,50000.0,1263579.0,9.0,2484665.0,85442010.0,6092585037.0,
2012,Reno,114.0,4900,895570001.0,47.084,23.0,146515460.0,50000.0,6.0,30.0,2013.0,4900,50000.0,1263639.0,10.0,67808063.0,895570001.0,7757846480.0,
2012,Rochester,42.0,4900,146258535.0,47.084,19.333333333333332,28270620.0,50000.0,4.666666666666667,31.0,2013.6666666666667,4900,50000.0,1252458.0,7.333333333333333,28270620.0,146258643.0,5853425000.0,
2012,Salt Lake City,92.0,4900,841129049.0,47.084,24.0,9095365.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1258890.0,9.0,9095365.0,841129208.0,8015814119.0,
2012,Santa Cruz,46.0,4900,950641077.0,47.084,22.0,125084723.0,50000.0,8.0,31.0,2012.5,4900,50000.0,1226702.0,2.0,71549000.0,950641077.0,8314592569.5,
2012,Seattle,19.0,4900,981950001.0,47.084,31.0,605799469.0,50000.0,8.0,31.0,2012.0,4900,50000.0,1217272.0,1.0,42803536.0,981952120.0,2065430724.0,
2012,Stillwater,30.0,4900,740781030.0,47.084,26.0,49987720.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1247523.0,6.0,49987720.0,740781011.0,9794582348.0,
2012,Storrs Mansfield,65.0,4900,62691133.0,47.084,18.5,614209054.0,50000.0,7.5,31.0,2013.0,4900,50000.0,1253618.5,8.0,4534830.0,62693137.5,8405791989.5,
2012,Syracuse,92.0,4900,132440001.0,47.084,19.0,2257350.0,50000.0,12.0,31.0,2012.0,4900,50000.0,1242497.0,6.0,2257350.0,132441200.0,3154435317.0,
2012,Tallahassee,119.0,4900,323060001.0,47.084,25.0,790877419.0,50000.0,3.0,31.0,2013.0,4900,50000.0,1263481.0,9.0,159621697.0,323064530.0,8507287353.0,
2012,Tempe,22.0,4900,852813670.0,47.084,6.0,943360412.0,50000.0,6.0,30.0,2013.0,4900,50000.0,1242446.0,7.0,806345658.0,852876011.0,4809653699.0,
2012,Toledo,61.0,4900,436063390.0,47.084,10.5,51623734.0,50000.0,12.0,31.0,2012.5,4900,50000.0,1245804.0,6.5,51623734.0,436063390.0,3605686792.5,
2012,Tucson,41.0,4900,857194824.0,47.084,2.0,806345617.0,50000.0,12.0,31.0,2012.0,4900,50000.0,1249175.0,7.0,72459266.0,857210001.0,6153437343.0,
2012,Washington,129.0,4900,200520042.0,47.084,19.0,43990498.0,50000.0,12.0,31.0,2012.0,4900,50000.0,1242993.0,6.0,43990498.0,200520002.0,2029946929.0,
2012,West Lafayette,99.0,4900,479061332.0,47.084,19.0,72051394.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1243197.0,6.0,72051394.0,479072088.0,7654945162.5,
2013,Akron,4.0,4900,443250002.0,47.084,16.0,45207552.0,300000.0,6.0,30.0,2017.0,4900,300000.0,1322061.0,5.0,45207552.0,443250001.0,3309727666.0,
2013,Allendale,30.0,4900,494019401.0,47.084,11.0,59692996.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1338468.0,4.0,59692996.0,494019403.0,4069944039.0,
2013,Ann Arbor,73.63636363636364,4900,481091340.0,47.083999999999996,15.181818181818182,73133571.0,50000.0,6.363636363636363,30.636363636363637,2014.1818181818182,4900,50000.0,1345849.4545454546,6.545454545454546,73133571.0,481109258.45454544,6964161434.818182,
2013,Atlanta,114.0,4900,303032921.0,47.084,11.0,837322494.0,50000.0,9.0,30.0,2014.0,4900,50000.0,1340153.0,4.0,,303023999.0,4044135535.0,
2013,Auburn University,32.0,4900,368490001.0,47.084,17.0,66470972.0,50000.0,10.0,31.0,2014.0,4900,50000.0,1339070.0,4.0,66470972.0,368490001.0,3348441656.0,
2013,Austin,47.0,4900,787121139.0,47.084,8.0,170230239.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1357419.0,9.0,42000273.0,787211002.0,5124715633.0,
2013,Baltimore,41.0,4900,212500001.0,47.084,11.0,61364808.0,50000.0,9.0,30.0,2014.0,4900,50000.0,1338997.0,4.0,3256088.0,212500002.0,4104553542.0,
2013,Berkeley,77.33333333333333,4900,947081614.3333334,47.084,21.0,145787642.66666666,1283333.3333333333,6.666666666666667,30.0,2015.0,4900,1504982.3333333333,1334104.0,5.0,71549000.0,947044346.3333334,5106507678.666667,
2013,Bethlehem,116.0,4900,180153008.0,47.084,27.0,808264444.0,50000.0,6.0,30.0,2015.0,4900,50000.0,1402128.0,11.0,68570936.0,180153005.0,6107586654.0,
2013,Blacksburg,110.33333333333333,4900,240616100.0,47.084,18.333333333333332,3137015.0,50000.0,3.0,31.0,2014.3333333333333,4900,50000.0,1353431.6666666667,9.0,3137015.0,240607860.66666666,5204759335.666667,
2013,Bloomington,142.0,4900,474057000.0,47.084,10.0,6046700.0,50000.0,6.0,30.0,2014.0,4900,50000.0,1314130.0,1.0,6046700.0,474013654.0,8128550325.0,
2013,Boise,12.0,4900,837250001.0,47.084,6.0,72995848.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1314122.0,1.0,72995848.0,837251135.0,4126245430.0,
2013,Boston,87.75,4900,21653354.0,47.084,17.0,25429448.5,50000.0,10.25,30.75,2014.0,4900,50000.0,1346987.5,6.5,25429448.5,21653432.75,6173634674.75,
2013,Brooklyn,43.0,4900,112252201.0,47.084,3.0,620129135.0,50000.0,6.0,30.0,2014.0,4900,50000.0,1404605.0,12.0,73268849.0,112252201.0,7182706442.0,
2013,Buffalo,89.66666666666667,4900,142282577.0,47.084,19.666666666666668,38633251.0,50000.0,8.666666666666666,30.666666666666668,2013.6666666666667,4900,50000.0,1338424.6666666667,4.666666666666667,20657151.0,142448669.33333334,6376865611.0,
2013,Chapel Hill,70.0,4900,275995023.0,47.084,17.0,608195277.0,50000.0,10.0,31.0,2013.0,4900,50000.0,1332157.0,4.0,142363428.0,275991350.0,8582054357.0,
2013,Charlotte,16.5,4900,282230001.0,47.084,18.0,66300096.0,50000.0,9.0,30.5,2015.0,4900,50000.0,1350583.0,9.0,142363428.0,282230001.0,7046878310.0,
2013,Charlottesville,80.5,4900,229034833.0,47.084,10.0,65391526.0,50000.0,7.5,30.0,2013.5,4900,50000.0,1334450.0,6.5,65391526.0,229044195.0,4345840081.5,
2013,Clemson,80.0,4900,296340001.0,47.084,27.0,42629816.0,50000.0,12.0,31.0,2014.0,4900,50000.0,1402387.0,11.0,42629816.0,296340001.0,8646560801.0,
2013,College Station,73.5,4900,778404030.0,47.084,23.0,847205572.0,50000.0,4.0,31.0,2015.0,4900,50000.0,1356540.0,10.0,42915991.0,778443884.0,9798539669.5,
2013,Columbia,55.333333333333336,4900,292083403.0,47.084,17.666666666666668,41387846.0,50000.0,6.0,30.333333333333332,2014.3333333333333,4900,50000.0,1371335.3333333333,9.666666666666666,41387846.0,292058035.3333333,8036542814.333333,
2013,Cookeville,96.5,4900,385050001.0,47.084,11.5,878648153.0,50000.0,5.5,30.5,2014.5,4900,50000.0,1380231.0,11.5,878648153.0,385050001.0,9313725013.0,
2013,Corvallis,91.0,4900,973318655.0,47.084,20.0,53599908.0,50000.0,2.0,28.0,2014.0,4900,50000.0,1343099.0,8.0,53599908.0,973318507.0,5417372973.0,
2013,Dayton,23.0,4900,454350001.0,47.084,17.0,47814256.0,50000.0,1.0,31.0,2014.0,4900,50000.0,1343041.0,7.0,47814256.0,454350001.0,8037772094.0,
2013,East Lansing,75.0,4900,488242600.0,47.084,23.0,193247145.0,50000.0,11.0,30.0,2013.0,4900,50000.0,1340974.0,5.0,53343976.0,488241326.0,5174321929.0,
2013,Edinburg,59.0,4900,785392909.0,47.084,11.0,69444511.0,50000.0,6.0,30.0,2014.0,4900,50000.0,1355850.0,12.0,42000273.0,785412999.0,9566657020.0,
2013,Farmington,63.0,4900,60321956.0,47.084,8.0,22254226.0,50000.0,3.0,31.0,2016.0,4900,50000.0,1355327.0,9.0,4534830.0,60300001.0,8606793955.0,
2013,Flushing,139.0,4900,113671575.0,47.084,15.0,619346146.0,50000.0,7.0,31.0,2013.0,4900,50000.0,1312667.0,2.0,73268849.0,113671575.0,9177975480.0,
2013,Fort Collins,138.0,4900,805212807.0,47.084,17.0,785979618.0,50000.0,10.0,31.0,2013.0,4900,50000.0,1338466.0,4.0,948905492.0,805214593.0,9702270976.0,
2013,Grand Forks,29.0,4900,582026059.0,47.084,25.0,102280781.0,50000.0,12.0,31.0,2014.0,4900,50000.0,1342964.0,6.0,102280781.0,582027165.0,7017774433.0,
2013,Hadley,4.5,4900,10359462.0,47.084,16.5,110907578.0,2595550.5,7.0,30.5,2016.5,4900,5537550.0,1309721.0,5.0,,10359450.0,4135872172.0,
2013,Hanover,27.0,4900,37553529.0,47.084,10.0,41027822.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1312440.0,1.0,41027822.0,37558000.0,6036461243.0,
2013,Hoboken,113.0,4900,70305906.0,47.084,17.0,64271570.0,50000.0,10.0,31.0,2014.0,4900,50000.0,1338958.0,4.0,64271570.0,70305991.0,2012165556.0,
2013,Houghton,55.0,4900,499311200.0,47.084,15.333333333333334,65453268.0,50000.0,9.0,30.333333333333332,2013.3333333333333,4900,50000.0,1332377.3333333333,3.6666666666666665,65453268.0,499311295.0,9064872633.0,
2013,Irvine,125.0,4900,926173213.0,47.084,8.0,46705849.0,50000.0,3.0,31.0,2015.0,4900,50000.0,1354546.0,9.0,71549000.0,926970001.0,9498249350.0,
2013,Ithaca,79.0,4900,148502820.0,47.084,3.0,872612445.0,50000.0,4.0,30.0,2016.0,4900,50000.0,1401669.0,12.0,2254837.0,148501294.0,6072559374.0,
2013,La Jolla,55.0,4900,920935004.0,47.084,15.0,804355790.0,133333.33333333334,7.0,30.666666666666668,2015.6666666666667,4900,153333.0,1340369.0,7.0,71549000.0,920930460.3333334,8585345518.666667,
2013,Las Cruces,16.0,4900,880038001.0,47.084,15.0,173851965.0,50000.0,7.0,31.0,2014.0,4900,50000.0,1313564.0,2.0,861367373.0,880038001.0,5756492609.0,
2013,Los Angeles,99.5,4900,900159252.5,47.084,17.0,82731881.0,50000.0,5.5,31.0,2014.5,4900,50000.0,1341953.0,5.5,72241196.5,900922250.5,2622827292.5,
2013,Madison,24.0,4900,537151218.0,47.084,25.0,161202122.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1343665.0,6.0,41188822.0,537061539.0,6082655969.0,
2013,Manhattan,102.0,4900,665061100.0,47.084,17.0,929773554.0,50000.0,4.0,30.0,2014.0,4900,50000.0,1339054.0,4.0,41146432.0,665061103.0,7855324320.0,
2013,Melbourne,73.0,4900,329016975.0,47.084,6.0,53396669.0,50000.0,6.0,30.0,2014.0,4900,50000.0,1312718.0,1.0,53396669.0,329315080.0,3216747183.0,
2013,Morris,97.0,4900,562672132.0,47.084,25.0,71501969.0,50000.0,12.0,31.0,2013.0,4900,50000.0,1342631.0,6.0,117178941.0,562672132.0,4795753251.0,
2013,Nashville,62.0,4900,372032408.0,47.084,18.0,965717143.0,50000.0,6.0,30.0,2014.0,4900,50000.0,1356639.0,9.0,4413456.0,372350002.0,6154266907.0,
2013,New Brunswick,109.0,4900,89018559.0,47.084,16.5,1912864.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1350473.0,7.5,1912864.0,88548042.0,7904454186.5,
2013,New York,86.0,4900,100233731.75,47.084,18.0,463120964.5,944772.25,7.25,30.75,2015.0,4900,1307084.25,1323593.75,3.25,65443713.25,103350684.75,4297408824.0,
2013,Newark,82.0,4900,146704789.0,47.084,14.8,65469696.0,50000.0,8.2,30.4,2013.8,4900,50000.0,1346094.4,6.4,65469696.0,147189589.4,4166498382.6,
2013,Notre Dame,108.0,4900,465565708.0,47.084,10.0,824910376.0,50000.0,6.0,30.0,2013.0,4900,50000.0,1313543.0,1.0,48994727.0,465565637.0,5746315697.0,
2013,Philadelphia,38.0,4900,191226003.0,47.084,24.0,57123192.0,50000.0,3.0,31.0,2015.0,4900,66000.0,1355268.0,9.0,57123192.0,191226027.0,2158215258.0,
2013,Pittsburgh,64.0,4900,152600001.0,47.084,28.0,4514360.0,50000.0,1.0,31.0,2014.0,4900,50000.0,1345368.0,7.0,4514360.0,152132303.0,4126247730.0,
2013,Providence,17.0,4900,29129127.0,47.084,8.0,1785542.0,50000.0,3.0,31.0,2014.0,4900,50000.0,1357555.0,9.0,1785542.0,29129093.0,4018632359.0,
2013,Richardson,99.5,4900,750801407.0,47.084,20.0,800188161.0,50000.0,7.5,30.0,2014.0,4900,50000.0,1339452.5,4.5,42000273.0,750803021.0,9763643922.5,
2013,Richmond,98.0,4900,232849040.0,47.084,25.0,105300446.0,50000.0,12.0,31.0,2014.0,4900,50000.0,1342664.0,6.0,105300446.0,232843019.0,3123412244.0,
2013,Rochester,44.5,4900,146270001.0,47.084,20.5,41294109.0,50000.0,9.5,30.5,2013.5,4900,50000.0,1340880.5,5.5,41294109.0,146270140.0,5852743183.0,
2013,San Diego,42.0,4900,921821901.0,47.084,15.0,73371346.0,50000.0,10.0,31.0,2015.0,4900,49998.0,1313570.0,2.0,,921821931.0,6195947797.0,
2013,Santa Barbara,13.0,4900,931060001.0,47.084,6.0,94878394.0,50000.0,6.0,30.0,2013.0,4900,50000.0,1314164.0,1.0,71549000.0,931065110.0,8058934321.0,
2013,Schenectady,6.0,4900,123083256.0,47.084,17.0,59375584.0,50000.0,4.0,30.0,2014.0,4900,50000.0,1332456.0,4.0,59375584.0,123083103.0,5183886537.0,
2013,Stanford,84.0,4900,943052004.0,47.084,26.0,9214214.0,50000.0,3.0,31.0,2015.0,4900,50000.0,1359560.0,9.0,9214214.0,943054100.0,6507254268.0,
2013,Stillwater,119.0,4900,740781030.0,47.084,26.0,49987720.0,50000.0,6.0,30.0,2014.0,4900,0.0,1355765.0,9.0,49987720.0,740781011.0,9794582348.0,
2013,Storrs Mansfield,45.0,4900,62691133.0,47.084,27.0,614209054.0,50000.0,10.0,31.0,2014.0,4900,50000.0,1358337.0,9.0,4534830.0,62693037.0,8604862339.0,
2013,Tallahassee,111.0,4900,323060001.0,47.084,18.5,790877419.0,50000.0,7.0,30.5,2014.0,4900,50000.0,1357901.0,6.0,159621697.0,323085170.5,8504280279.0,
2013,Tampa,121.0,4900,336209951.0,47.084,24.0,69687242.0,50000.0,12.0,31.0,2014.0,4900,50000.0,1357634.0,9.0,69687242.0,336129446.0,8139742115.0,
2013,Tempe,45.5,4900,852813670.0,47.084,17.5,943360412.0,50000.0,6.0,30.75,2014.0,4900,50000.0,1346335.75,7.5,806345658.0,852861011.0,4806638830.25,
